"","roomType","city","long","lat","price"
"3144","Private room","Boston",-71.089489,42.32497,70
"3145","Private room","Boston",-71.078342,42.336591,75
"3146","Private room","Boston",-71.094746,42.326852,77
"3147","Private room","Boston",-71.076314,42.307469,79
"3148","Private room","Boston",-71.09274,42.313914,80
"3149","Private room","Boston",-71.076113,42.318875,80
"3150","Private room","Boston",-71.088694,42.324648,80
"3151","Private room","Boston",-71.090133,42.32642,82
"3152","Private room","Boston",-71.08142,42.339718,84
"3153","Private room","Boston",-71.090814,42.327198,89
"3154","Entire home/apt","Boston",-71.082393,42.340338,90
"3155","Private room","Boston",-71.088404,42.326142,95
"3156","Private room","Boston",-71.098384,42.324751,99
"3157","Private room","Boston",-71.081072,42.337401,100
"3158","Private room","Boston",-71.082271,42.340369,100
"3159","Entire home/apt","Boston",-71.093089,42.327227,110
"3160","Private room","Boston",-71.084375,42.336315,110
"3161","Entire home/apt","Boston",-71.084609,42.310331,115
"3162","Entire home/apt","Boston",-71.090556,42.321421,120
"3163","Private room","Boston",-71.077316,42.318973,120
"3164","Private room","Boston",-71.080951,42.338982,125
"3165","Private room","Boston",-71.094049,42.328192,125
"3166","Private room","Boston",-71.093289,42.329083,126
"3167","Entire home/apt","Boston",-71.078536,42.318046,135
"3168","Private room","Boston",-71.078778,42.337873,139
"3169","Private room","Boston",-71.079758,42.329231,140
"3170","Entire home/apt","Boston",-71.09199,42.329527,143
"3171","Private room","Boston",-71.095595,42.329809,145
"3172","Entire home/apt","Boston",-71.094573,42.329091,149
"3173","Entire home/apt","Boston",-71.080181,42.339209,150
"3174","Entire home/apt","Boston",-71.096348,42.324321,150
"3175","Entire home/apt","Boston",-71.082351,42.338392,150
"3176","Private room","Boston",-71.082336,42.33863,150
"3177","Entire home/apt","Boston",-71.081413,42.339233,163
"3178","Entire home/apt","Boston",-71.080008,42.33814,167
"3179","Entire home/apt","Boston",-71.079846,42.338524,167
"3180","Entire home/apt","Boston",-71.081299,42.340002,167
"3181","Entire home/apt","Boston",-71.082684,42.331772,170
"3182","Entire home/apt","Boston",-71.094055,42.330318,170
"3183","Entire home/apt","Boston",-71.094432,42.328272,175
"3184","Private room","Boston",-71.083247,42.340354,180
"3185","Entire home/apt","Boston",-71.095392,42.328523,195
"3186","Entire home/apt","Boston",-71.093505,42.329941,195
"3187","Entire home/apt","Boston",-71.090152,42.326958,195
"3188","Entire home/apt","Boston",-71.079148,42.334213,200
"3189","Entire home/apt","Boston",-71.081473,42.34091,200
"3190","Entire home/apt","Boston",-71.08221,42.340663,200
"3191","Entire home/apt","Boston",-71.082273,42.338892,208
"3192","Entire home/apt","Boston",-71.095027,42.329647,225
"3193","Entire home/apt","Boston",-71.081485,42.332526,242
"3194","Entire home/apt","Boston",-71.090687,42.32405,250
"3195","Entire home/apt","Boston",-71.080173,42.339256,265
"3196","Entire home/apt","Boston",-71.081044,42.339039,275
"3197","Entire home/apt","Boston",-71.094151,42.328314,275
"3198","Entire home/apt","Boston",-71.080206,42.338259,275
"3199","Entire home/apt","Boston",-71.080338,42.337672,300
"3200","Entire home/apt","Boston",-71.080943,42.339827,320
"3201","Entire home/apt","Boston",-71.07782,42.333929,325
"3202","Entire home/apt","Boston",-71.081325,42.338328,330
"3203","Entire home/apt","Boston",-71.093413,42.324796,350
"3204","Entire home/apt","Boston",-71.086541,42.311115,450
"3205","Entire home/apt","Boston",-71.085128,42.311336,450
"3206","Private room","Roxbury",-71.08349,42.325136,63
"3207","Private room","Roxbury Crossing",-71.082594,42.335398,65
"3208","Private room","Roxbury Crossing",-71.083103,42.335882,75
"3209","Private room","Roxbury Crossing",-71.082419,42.334802,150
"3210","Private room","Boston",-71.108963,42.331771,55
"3211","Private room","Boston",-71.11127,42.331946,68
"3212","Entire home/apt","Boston",-71.111154,42.330838,85
"3213","Entire home/apt","Boston",-71.100165,42.333474,246
"3214","Entire home/apt","Boston",-71.081646,42.345053,350
"3215","Entire home/apt","Boston",-71.108654,42.317626,100
"3216","Private room","Boston",-71.054295,42.366303,130
"3217","Private room","Boston",-71.054785,42.363885,160
"3218","Private room","Boston",-71.004437,42.384529,70
"3219","Private room","Boston",-71.00464,42.384686,70
"3220","Entire home/apt","Revere",-71.027842,42.422959,395
"3221","Private room","Boston",-71.046396,42.308439,100
"3222","Private room","Boston",-71.055072,42.312858,57
"3223","Private room","Somerville",-71.095811,42.393458,65
"3224","Private room","Brookline",-71.163421,42.323395,129
"3225","Private room","Boston",-71.107387,42.321213,70
"3226","Private room","Boston",-71.122392,42.36587,60
"3227","Private room","Cambridge",-71.115111,42.383353,70
"3228","Private room","Cambridge",-71.118082,42.393154,80
"3229","Private room","Cambridge",-71.090908,42.37631,95
"3230","Private room","Cambridge",-71.098586,42.37581,100
"3231","Private room","Cambridge",-71.101292,42.373882,115
"3232","Private room","Cambridge",-71.100547,42.375564,115
"3233","Private room","Cambridge",-71.090777,42.375532,120
"3234","Entire home/apt","Cambridge",-71.107198,42.377692,140
"3235","Entire home/apt","Medford",-71.105845,42.396474,195
"3236","Private room","Somerville",-71.080876,42.382213,25
"3237","Shared room","Somerville",-71.084895,42.38579,32
"3238","Shared room","Somerville",-71.084384,42.384933,33
"3239","Shared room","Somerville",-71.08423,42.386209,34
"3240","Private room","Somerville",-71.093342,42.382957,35
"3241","Private room","Somerville",-71.086197,42.38152,35
"3242","Private room","Somerville",-71.113865,42.385367,37
"3243","Private room","Somerville",-71.089412,42.392656,38
"3244","Private room","Somerville",-71.084671,42.381696,39
"3245","Private room","Somerville",-71.080702,42.385517,40
"3246","Private room","Somerville",-71.109183,42.396785,40
"3247","Shared room","Somerville",-71.092768,42.392661,40
"3248","Private room","Somerville",-71.098268,42.396064,42
"3249","Shared room","Somerville",-71.112144,42.3845,42
"3250","Private room","Somerville",-71.102154,42.383223,45
"3251","Private room","Somerville",-71.123699,42.392906,45
"3252","Private room","Somerville",-71.088479,42.381345,46
"3253","Private room","Somerville",-71.087549,42.383141,46
"3254","Private room","Somerville",-71.088221,42.382154,46
"3255","Private room","Somerville",-71.119664,42.399314,48
"3256","Private room","Somerville",-71.085326,42.383474,48
"3257","Private room","Somerville",-71.085753,42.382033,49
"3258","Private room","Somerville",-71.08017,42.384124,49
"3259","Private room","Somerville",-71.085111,42.383039,49
"3260","Private room","Somerville",-71.08154,42.38196,49
"3261","Private room","Somerville",-71.085365,42.382347,49
"3262","Private room","Somerville",-71.084532,42.382519,49
"3263","Private room","Somerville",-71.085851,42.382906,49
"3264","Private room","Somerville",-71.09451,42.380951,49
"3265","Private room","Somerville",-71.085812,42.383271,49
"3266","Private room","Somerville",-71.0857,42.383783,49
"3267","Private room","Somerville",-71.116116,42.399566,50
"3268","Private room","Somerville",-71.082638,42.384838,50
"3269","Private room","Somerville",-71.089902,42.380144,50
"3270","Private room","Somerville",-71.118544,42.391901,50
"3271","Private room","Somerville",-71.083826,42.384393,55
"3272","Private room","Somerville",-71.091983,42.388032,55
"3273","Private room","Somerville",-71.10007,42.380513,55
"3274","Private room","Somerville",-71.12277,42.394521,55
"3275","Private room","Somerville",-71.11788,42.400681,58
"3276","Private room","Somerville",-71.119563,42.401454,58
"3277","Private room","Somerville",-71.118345,42.400557,58
"3278","Private room","Somerville",-71.096642,42.378017,59
"3279","Private room","Somerville",-71.082212,42.38603,60
"3280","Private room","Somerville",-71.093835,42.3861,60
"3281","Private room","Somerville",-71.082008,42.384569,60
"3282","Private room","Somerville",-71.105392,42.393482,60
"3283","Private room","Somerville",-71.107872,42.382688,60
"3284","Private room","Somerville",-71.102285,42.383613,60
"3285","Private room","Somerville",-71.082302,42.384722,60
"3286","Private room","Somerville",-71.088551,42.391991,60
"3287","Private room","Somerville",-71.09919,42.381063,65
"3288","Private room","Somerville",-71.082982,42.384088,65
"3289","Private room","Somerville",-71.082859,42.382997,65
"3290","Private room","Somerville",-71.084886,42.38442,65
"3291","Private room","Somerville",-71.084244,42.384296,65
"3292","Private room","Somerville",-71.083976,42.383271,65
"3293","Private room","Somerville",-71.082886,42.38314,65
"3294","Private room","Somerville",-71.121961,42.402975,65
"3295","Private room","Somerville",-71.089596,42.382701,65
"3296","Private room","Somerville",-71.087771,42.38241,65
"3297","Private room","Somerville",-71.0846,42.384633,65
"3298","Private room","Somerville",-71.101626,42.375574,65
"3299","Private room","Somerville",-71.107305,42.378651,65
"3300","Private room","Somerville",-71.09007,42.38267,65
"3301","Private room","Somerville",-71.110636,42.38113,65
"3302","Private room","Somerville",-71.1325,42.404899,65
"3303","Private room","Somerville",-71.090945,42.380945,65
"3304","Private room","Somerville",-71.114102,42.398348,66
"3305","Entire home/apt","Somerville",-71.084773,42.388398,69
"3306","Private room","Somerville",-71.097525,42.385294,69
"3307","Private room","Somerville",-71.103747,42.377131,70
"3308","Private room","Somerville",-71.101942,42.374358,70
"3309","Private room","Somerville",-71.080775,42.386161,70
"3310","Private room","Somerville",-71.095642,42.392814,70
"3311","Private room","Somerville",-71.100159,42.387209,70
"3312","Private room","Somerville",-71.102399,42.387561,70
"3313","Private room","Somerville",-71.101939,42.378578,70
"3314","Shared room","Somerville",-71.118986,42.390579,70
"3315","Private room","Somerville",-71.099344,42.3904,70
"3316","Private room","Somerville",-71.104439,42.389697,70
"3317","Private room","Somerville",-71.123332,42.398609,70
"3318","Private room","Somerville",-71.100631,42.388675,70
"3319","Private room","Somerville",-71.099002,42.374014,75
"3320","Private room","Somerville",-71.124034,42.398855,75
"3321","Private room","Somerville",-71.104838,42.398277,75
"3322","Private room","Somerville",-71.092013,42.389107,75
"3323","Private room","Somerville",-71.088337,42.385251,75
"3324","Private room","Somerville",-71.120218,42.396149,75
"3325","Private room","Somerville",-71.097515,42.385726,75
"3326","Private room","Somerville",-71.105103,42.394197,75
"3327","Private room","Somerville",-71.124884,42.403043,75
"3328","Private room","Somerville",-71.119717,42.40104,75
"3329","Private room","Somerville",-71.116825,42.393536,75
"3330","Private room","Somerville",-71.095075,42.380725,75
"3331","Private room","Somerville",-71.111289,42.386652,75
"3332","Private room","Somerville",-71.098627,42.394317,75
"3333","Private room","Somerville",-71.107605,42.384466,75
"3334","Private room","Somerville",-71.108682,42.394636,75
"3335","Private room","Somerville",-71.088611,42.383443,75
"3336","Private room","Somerville",-71.093755,42.382153,77
"3337","Private room","Somerville",-71.104239,42.392351,78
"3338","Private room","Somerville",-71.103892,42.376665,78
"3339","Private room","Somerville",-71.0921,42.392429,78
"3340","Private room","Somerville",-71.112524,42.384587,78
"3341","Private room","Somerville",-71.121904,42.402505,79
"3342","Private room","Somerville",-71.099181,42.380409,79
"3343","Private room","Somerville",-71.11025,42.38112,79
"3344","Private room","Somerville",-71.105916,42.377853,79
"3345","Private room","Somerville",-71.089943,42.390371,80
"3346","Entire home/apt","Somerville",-71.106468,42.381313,80
"3347","Private room","Somerville",-71.092807,42.386667,80
"3348","Private room","Somerville",-71.107037,42.380453,80
"3349","Private room","Somerville",-71.093183,42.388998,80
"3350","Private room","Somerville",-71.12713,42.398485,80
"3351","Private room","Somerville",-71.088297,42.393347,80
"3352","Private room","Somerville",-71.116513,42.392438,80
"3353","Shared room","Somerville",-71.097265,42.379469,80
"3354","Private room","Somerville",-71.087922,42.392152,80
"3355","Private room","Somerville",-71.116411,42.384773,81
"3356","Private room","Somerville",-71.122909,42.402875,84
"3357","Private room","Somerville",-71.097209,42.378733,85
"3358","Private room","Somerville",-71.115948,42.395486,85
"3359","Private room","Somerville",-71.094557,42.380676,85
"3360","Private room","Somerville",-71.107054,42.389336,85
"3361","Private room","Somerville",-71.115801,42.396654,85
"3362","Private room","Somerville",-71.091744,42.378578,85
"3363","Private room","Somerville",-71.091464,42.391213,89
"3364","Private room","Somerville",-71.111132,42.386492,89
"3365","Private room","Somerville",-71.124393,42.396752,89
"3366","Private room","Somerville",-71.101789,42.389946,89
"3367","Private room","Somerville",-71.105016,42.38108,89
"3368","Private room","Somerville",-71.117133,42.390391,89
"3369","Private room","Somerville",-71.116202,42.393183,90
"3370","Private room","Somerville",-71.088391,42.386219,90
"3371","Private room","Somerville",-71.127295,42.400675,90
"3372","Private room","Somerville",-71.110644,42.388017,90
"3373","Private room","Somerville",-71.106978,42.388373,90
"3374","Private room","Somerville",-71.110317,42.381234,90
"3375","Private room","Somerville",-71.106362,42.378382,91
"3376","Entire home/apt","Somerville",-71.089904,42.388682,95
"3377","Private room","Somerville",-71.108126,42.380742,95
"3378","Entire home/apt","Somerville",-71.107122,42.395605,95
"3379","Private room","Somerville",-71.095448,42.381439,95
"3380","Private room","Somerville",-71.115291,42.397013,95
"3381","Private room","Somerville",-71.12571,42.404266,95
"3382","Private room","Somerville",-71.12591,42.393372,95
"3383","Private room","Somerville",-71.11493,42.393784,95
"3384","Private room","Somerville",-71.098378,42.383314,95
"3385","Private room","Somerville",-71.103489,42.377355,95
"3386","Private room","Somerville",-71.096575,42.374711,96
"3387","Private room","Somerville",-71.099038,42.376006,98
"3388","Private room","Somerville",-71.099102,42.375419,99
"3389","Private room","Somerville",-71.111879,42.397,99
"3390","Private room","Somerville",-71.097629,42.3776,99
"3391","Private room","Somerville",-71.111335,42.394282,99
"3392","Entire home/apt","Somerville",-71.096896,42.385104,100
"3393","Entire home/apt","Somerville",-71.113954,42.399579,100
"3394","Private room","Somerville",-71.099486,42.378447,100
"3395","Entire home/apt","Somerville",-71.114856,42.388038,100
"3396","Entire home/apt","Somerville",-71.118786,42.401374,100
"3397","Private room","Somerville",-71.112473,42.39294,100
"3398","Private room","Somerville",-71.105326,42.386825,100
"3399","Private room","Somerville",-71.118771,42.39601,100
"3400","Private room","Somerville",-71.114217,42.391692,100
"3401","Private room","Somerville",-71.089,42.395706,100
"3402","Private room","Somerville",-71.099931,42.389745,100
"3403","Entire home/apt","Somerville",-71.111957,42.387439,100
"3404","Entire home/apt","Somerville",-71.106447,42.385205,100
"3405","Private room","Somerville",-71.126991,42.400938,100
"3406","Private room","Somerville",-71.119659,42.401485,100
"3407","Private room","Somerville",-71.118027,42.399981,100
"3408","Private room","Somerville",-71.118057,42.392817,100
"3409","Entire home/apt","Somerville",-71.12847,42.400616,105
"3410","Private room","Somerville",-71.117808,42.390269,105
"3411","Entire home/apt","Somerville",-71.09476,42.374423,110
"3412","Private room","Somerville",-71.090908,42.38527,110
"3413","Private room","Somerville",-71.089238,42.387986,110
"3414","Private room","Somerville",-71.084015,42.383276,110
"3415","Private room","Somerville",-71.11093,42.385961,110
"3416","Private room","Somerville",-71.101109,42.383761,111
"3417","Entire home/apt","Somerville",-71.089129,42.385013,112
"3418","Entire home/apt","Somerville",-71.104202,42.385177,115
"3419","Private room","Somerville",-71.107038,42.37885,115
"3420","Private room","Somerville",-71.11154,42.389,115
"3421","Entire home/apt","Somerville",-71.100208,42.375529,115
"3422","Private room","Somerville",-71.128034,42.408287,115
"3423","Entire home/apt","Somerville",-71.093463,42.381077,116
"3424","Entire home/apt","Somerville",-71.102385,42.388117,119
"3425","Private room","Somerville",-71.091452,42.378766,119
"3426","Entire home/apt","Somerville",-71.100761,42.378322,120
"3427","Private room","Somerville",-71.099016,42.38087,120
"3428","Entire home/apt","Somerville",-71.1218,42.396219,120
"3429","Entire home/apt","Somerville",-71.103195,42.383766,120
"3430","Entire home/apt","Somerville",-71.101239,42.392918,120
"3431","Entire home/apt","Somerville",-71.093756,42.381896,120
"3432","Private room","Somerville",-71.097156,42.395946,120
"3433","Entire home/apt","Somerville",-71.101915,42.383301,125
"3434","Entire home/apt","Somerville",-71.104038,42.38375,125
"3435","Entire home/apt","Somerville",-71.120155,42.396879,125
"3436","Private room","Somerville",-71.099128,42.374924,125
"3437","Entire home/apt","Somerville",-71.094812,42.373966,125
"3438","Private room","Somerville",-71.095072,42.377253,125
"3439","Private room","Somerville",-71.11277,42.391712,125
"3440","Entire home/apt","Somerville",-71.081226,42.381757,130
"3441","Entire home/apt","Somerville",-71.094396,42.381456,130
"3442","Private room","Somerville",-71.117023,42.387359,130
"3443","Entire home/apt","Somerville",-71.115001,42.397422,133
"3444","Entire home/apt","Somerville",-71.123191,42.393316,135
"3445","Entire home/apt","Somerville",-71.101414,42.386392,135
"3446","Entire home/apt","Somerville",-71.12722,42.401226,139
"3447","Entire home/apt","Somerville",-71.105863,42.390805,140
"3448","Entire home/apt","Somerville",-71.124932,42.395009,144
"3449","Entire home/apt","Somerville",-71.124313,42.394651,145
"3450","Private room","Somerville",-71.11769,42.40204,145
"3451","Private room","Somerville",-71.102726,42.387986,145
"3452","Entire home/apt","Somerville",-71.122657,42.393161,149
"3453","Entire home/apt","Somerville",-71.092116,42.383408,150
"3454","Entire home/apt","Somerville",-71.105747,42.392262,150
"3455","Entire home/apt","Somerville",-71.097478,42.384445,150
"3456","Entire home/apt","Somerville",-71.115401,42.385437,150
"3457","Entire home/apt","Somerville",-71.098811,42.377373,150
"3458","Entire home/apt","Somerville",-71.104437,42.381258,150
"3459","Entire home/apt","Somerville",-71.107556,42.385997,150
"3460","Entire home/apt","Somerville",-71.102011,42.377578,150
"3461","Private room","Somerville",-71.090375,42.381493,150
"3462","Entire home/apt","Somerville",-71.080121,42.385601,150
"3463","Entire home/apt","Somerville",-71.114472,42.390335,150
"3464","Entire home/apt","Somerville",-71.100385,42.383137,150
"3465","Entire home/apt","Somerville",-71.091885,42.389049,150
"3466","Entire home/apt","Somerville",-71.126872,42.400092,150
"3467","Entire home/apt","Somerville",-71.122342,42.393756,150
"3468","Private room","Somerville",-71.112396,42.386166,150
"3469","Entire home/apt","Somerville",-71.09428,42.384754,155
"3470","Entire home/apt","Somerville",-71.100494,42.381678,158
"3471","Entire home/apt","Somerville",-71.103894,42.383184,159
"3472","Private room","Somerville",-71.103794,42.394414,159
"3473","Entire home/apt","Somerville",-71.10822,42.384723,160
"3474","Entire home/apt","Somerville",-71.106655,42.394222,165
"3475","Entire home/apt","Somerville",-71.109848,42.397317,165
"3476","Entire home/apt","Somerville",-71.085752,42.38339,170
"3477","Entire home/apt","Somerville",-71.122527,42.392891,170
"3478","Entire home/apt","Somerville",-71.104285,42.389043,170
"3479","Entire home/apt","Somerville",-71.119075,42.397059,175
"3480","Entire home/apt","Somerville",-71.112603,42.39829,175
"3481","Entire home/apt","Somerville",-71.114085,42.393503,175
"3482","Entire home/apt","Somerville",-71.100278,42.377288,175
"3483","Entire home/apt","Somerville",-71.113687,42.385696,175
"3484","Entire home/apt","Somerville",-71.080551,42.383807,175
"3485","Entire home/apt","Somerville",-71.07892,42.384483,175
"3486","Entire home/apt","Somerville",-71.08097,42.383827,175
"3487","Entire home/apt","Somerville",-71.100526,42.381991,175
"3488","Entire home/apt","Somerville",-71.125699,42.396966,179
"3489","Entire home/apt","Somerville",-71.091959,42.380948,179
"3490","Private room","Somerville",-71.102978,42.386995,179
"3491","Entire home/apt","Somerville",-71.106199,42.378139,180
"3492","Entire home/apt","Somerville",-71.095496,42.384453,180
"3493","Entire home/apt","Somerville",-71.079194,42.385327,180
"3494","Entire home/apt","Somerville",-71.122463,42.403012,180
"3495","Entire home/apt","Somerville",-71.10715,42.385962,182
"3496","Entire home/apt","Somerville",-71.103435,42.379677,190
"3497","Entire home/apt","Somerville",-71.123265,42.405058,190
"3498","Entire home/apt","Somerville",-71.127252,42.401706,190
"3499","Entire home/apt","Somerville",-71.113886,42.389589,195
"3500","Entire home/apt","Somerville",-71.10163,42.387732,199
"3501","Entire home/apt","Somerville",-71.118175,42.400476,199
"3502","Entire home/apt","Somerville",-71.10221,42.386179,199
"3503","Entire home/apt","Somerville",-71.091519,42.390814,199
"3504","Entire home/apt","Somerville",-71.101661,42.390585,200
"3505","Private room","Somerville",-71.105302,42.381195,200
"3506","Entire home/apt","Somerville",-71.11544,42.39046,200
"3507","Entire home/apt","Somerville",-71.118354,42.39803,200
"3508","Entire home/apt","Somerville",-71.114164,42.383798,200
"3509","Entire home/apt","Somerville",-71.114645,42.387561,200
"3510","Entire home/apt","Somerville",-71.093796,42.375372,200
"3511","Entire home/apt","Somerville",-71.11236,42.395792,200
"3512","Entire home/apt","Somerville",-71.101386,42.380485,200
"3513","Entire home/apt","Somerville",-71.127229,42.398184,200
"3514","Entire home/apt","Somerville",-71.129063,42.404665,200
"3515","Entire home/apt","Somerville",-71.124723,42.398781,200
"3516","Entire home/apt","Somerville",-71.120793,42.400107,200
"3517","Entire home/apt","Somerville",-71.129319,42.411408,205
"3518","Entire home/apt","Somerville",-71.084071,42.384362,220
"3519","Entire home/apt","Somerville",-71.094005,42.395439,225
"3520","Entire home/apt","Somerville",-71.124091,42.398897,225
"3521","Entire home/apt","Somerville",-71.09994,42.375073,225
"3522","Entire home/apt","Somerville",-71.100028,42.38659,225
"3523","Entire home/apt","Somerville",-71.105706,42.377383,245
"3524","Entire home/apt","Somerville",-71.094889,42.375464,245
"3525","Entire home/apt","Somerville",-71.10291,42.386222,249
"3526","Entire home/apt","Somerville",-71.125963,42.394389,250
"3527","Entire home/apt","Somerville",-71.101014,42.384773,250
"3528","Entire home/apt","Somerville",-71.093657,42.383686,250
"3529","Entire home/apt","Somerville",-71.103007,42.379625,250
"3530","Entire home/apt","Somerville",-71.123306,42.39946,250
"3531","Entire home/apt","Somerville",-71.117299,42.398475,265
"3532","Entire home/apt","Somerville",-71.096628,42.382411,275
"3533","Entire home/apt","Somerville",-71.096931,42.396221,275
"3534","Entire home/apt","Somerville",-71.097613,42.395381,275
"3535","Entire home/apt","Somerville",-71.090734,42.386601,292
"3536","Entire home/apt","Somerville",-71.084353,42.389418,295
"3537","Entire home/apt","Somerville",-71.099531,42.383442,295
"3538","Entire home/apt","Somerville",-71.082673,42.389227,295
"3539","Entire home/apt","Somerville",-71.09889,42.378052,295
"3540","Entire home/apt","Somerville",-71.099848,42.383796,296
"3541","Entire home/apt","Somerville",-71.101139,42.388481,299
"3542","Entire home/apt","Somerville",-71.093505,42.391061,300
"3543","Entire home/apt","Somerville",-71.118532,42.391822,300
"3544","Entire home/apt","Somerville",-71.101386,42.37737,300
"3545","Entire home/apt","Somerville",-71.102887,42.393489,300
"3546","Entire home/apt","Somerville",-71.112459,42.389122,304
"3547","Entire home/apt","Somerville",-71.124276,42.397673,325
"3548","Entire home/apt","Somerville",-71.092362,42.382826,325
"3549","Private room","Somerville",-71.112683,42.38542,340
"3550","Entire home/apt","Somerville",-71.111038,42.38236,375
"3551","Entire home/apt","Somerville",-71.115216,42.390852,375
"3552","Entire home/apt","Somerville",-71.118581,42.396247,400
"3553","Entire home/apt","Somerville",-71.099884,42.393285,450
"3554","Entire home/apt","Somerville",-71.083079,42.384128,500
"3555","Entire home/apt","Somerville",-71.082897,42.382678,500
"3556","Private room","Somerville",-71.122403,42.393903,500
"3557","Entire home/apt","Somerville",-71.105847,42.386717,550
"3558","Entire home/apt","Somerville",-71.124879,42.39595,600
"3559","Entire home/apt","Somerville",-71.113142,42.396772,600
"3560","Private room","Boston",-71.029703,42.337183,67
"3561","Shared room","Boston",-71.045389,42.337763,75
"3562","Private room","Boston",-71.04524,42.334268,79
"3563","Private room","Boston",-71.05624,42.330251,79
"3564","Private room","Boston",-71.054797,42.329952,80
"3565","Private room","Boston",-71.058438,42.329527,85
"3566","Private room","Boston",-71.056945,42.331339,85
"3567","Private room","Boston",-71.042682,42.331389,89
"3568","Shared room","Boston",-71.059102,42.329976,89
"3569","Private room","Boston",-71.039941,42.332124,90
"3570","Private room","Boston",-71.051454,42.337748,90
"3571","Private room","Boston",-71.046889,42.330784,90
"3572","Private room","Boston",-71.047622,42.338153,90
"3573","Private room","Boston",-71.055443,42.339559,95
"3574","Private room","Boston",-71.05528,42.34186,95
"3575","Private room","Boston",-71.056696,42.330868,98
"3576","Entire home/apt","Boston",-71.054853,42.332613,99
"3577","Private room","Boston",-71.042914,42.33046,99
"3578","Private room","Boston",-71.051166,42.340656,100
"3579","Private room","Boston",-71.028288,42.334096,103
"3580","Private room","Boston",-71.047781,42.337503,105
"3581","Private room","Boston",-71.027815,42.33618,109
"3582","Private room","Boston",-71.053735,42.340395,110
"3583","Private room","Boston",-71.028744,42.33644,111
"3584","Private room","Boston",-71.028158,42.333693,115
"3585","Private room","Boston",-71.050258,42.340728,120
"3586","Private room","Boston",-71.042018,42.334038,125
"3587","Private room","Boston",-71.051267,42.335695,125
"3588","Private room","Boston",-71.049709,42.331453,128
"3589","Private room","Boston",-71.050737,42.348978,129
"3590","Private room","Boston",-71.050271,42.340522,129
"3591","Entire home/apt","Boston",-71.038163,42.336777,130
"3592","Entire home/apt","Boston",-71.055164,42.342527,135
"3593","Private room","Boston",-71.053354,42.339399,135
"3594","Private room","Boston",-71.057189,42.332747,135
"3595","Private room","Boston",-71.052971,42.328904,138
"3596","Private room","Boston",-71.060692,42.329651,140
"3597","Entire home/apt","Boston",-71.031434,42.332974,143
"3598","Entire home/apt","Boston",-71.055462,42.330245,149
"3599","Private room","Boston",-71.048814,42.339797,149
"3600","Entire home/apt","Boston",-71.054682,42.331007,150
"3601","Private room","Boston",-71.054315,42.331169,150
"3602","Private room","Boston",-71.044751,42.335131,150
"3603","Entire home/apt","Boston",-71.041537,42.332732,150
"3604","Private room","Boston",-71.039312,42.336436,150
"3605","Entire home/apt","Boston",-71.0514,42.337168,150
"3606","Entire home/apt","Boston",-71.056171,42.329982,150
"3607","Entire home/apt","Boston",-71.040786,42.335056,150
"3608","Private room","Boston",-71.045098,42.337463,155
"3609","Entire home/apt","Boston",-71.050275,42.348406,159
"3610","Private room","Boston",-71.043884,42.337632,162
"3611","Entire home/apt","Boston",-71.045008,42.337648,165
"3612","Entire home/apt","Boston",-71.038189,42.331791,165
"3613","Entire home/apt","Boston",-71.03405,42.334212,166
"3614","Entire home/apt","Boston",-71.044969,42.336331,175
"3615","Entire home/apt","Boston",-71.041802,42.336488,175
"3616","Entire home/apt","Boston",-71.052286,42.341177,175
"3617","Entire home/apt","Boston",-71.052681,42.333949,175
"3618","Private room","Boston",-71.038575,42.332763,175
"3619","Private room","Boston",-71.046659,42.345849,179
"3620","Private room","Boston",-71.050296,42.347373,179
"3621","Private room","Boston",-71.049207,42.348445,179
"3622","Entire home/apt","Boston",-71.05071,42.337247,180
"3623","Entire home/apt","Boston",-71.05151,42.341861,189
"3624","Entire home/apt","Boston",-71.052676,42.340008,189
"3625","Entire home/apt","Boston",-71.046827,42.339079,190
"3626","Entire home/apt","Boston",-71.047993,42.337057,195
"3627","Entire home/apt","Boston",-71.054318,42.329513,199
"3628","Entire home/apt","Boston",-71.048888,42.331476,200
"3629","Entire home/apt","Boston",-71.052203,42.333021,200
"3630","Entire home/apt","Boston",-71.05168,42.335331,200
"3631","Entire home/apt","Boston",-71.050487,42.350195,200
"3632","Entire home/apt","Boston",-71.035258,42.335286,200
"3633","Private room","Boston",-71.051503,42.339324,204
"3634","Entire home/apt","Boston",-71.03187,42.334018,210
"3635","Entire home/apt","Boston",-71.054882,42.335018,225
"3636","Entire home/apt","Boston",-71.044829,42.334338,225
"3637","Entire home/apt","Boston",-71.051992,42.337137,225
"3638","Entire home/apt","Boston",-71.051107,42.338194,225
"3639","Entire home/apt","Boston",-71.051154,42.332405,225
"3640","Entire home/apt","Boston",-71.052298,42.342998,249
"3641","Entire home/apt","Boston",-71.049072,42.338639,249
"3642","Entire home/apt","Boston",-71.050235,42.340983,250
"3643","Entire home/apt","Boston",-71.040582,42.330699,250
"3644","Entire home/apt","Boston",-71.047791,42.33842,250
"3645","Entire home/apt","Boston",-71.037554,42.347686,254
"3646","Entire home/apt","Boston",-71.048188,42.336938,255
"3647","Entire home/apt","Boston",-71.043592,42.346238,259
"3648","Entire home/apt","Boston",-71.051028,42.349769,270
"3649","Entire home/apt","Boston",-71.053977,42.327829,275
"3650","Entire home/apt","Boston",-71.045895,42.335857,275
"3651","Entire home/apt","Boston",-71.039303,42.34953,279
