"","roomType","city","long","lat","price"
"1109","Private room","Cambridge",-71.143126,42.394234,115
"1110","Private room","Cambridge",-71.099543,42.372857,115
"1111","Entire home/apt","Cambridge",-71.133052,42.397053,115
"1112","Entire home/apt","Cambridge",-71.098489,42.366224,115
"1113","Private room","Cambridge",-71.106348,42.36415,115
"1114","Private room","Cambridge",-71.082561,42.366527,115
"1115","Private room","Cambridge",-71.156438,42.382772,115
"1116","Private room","Cambridge",-71.110674,42.365592,115
"1117","Entire home/apt","Cambridge",-71.117768,42.38588,115
"1118","Entire home/apt","Cambridge",-71.125939,42.388564,116
"1119","Private room","Cambridge",-71.098928,42.36798,119
"1120","Private room","Cambridge",-71.086463,42.366396,119
"1121","Entire home/apt","Cambridge",-71.104934,42.37046,119
"1122","Entire home/apt","Cambridge",-71.111925,42.362839,120
"1123","Entire home/apt","Cambridge",-71.144818,42.378691,120
"1124","Entire home/apt","Cambridge",-71.118801,42.383128,120
"1125","Entire home/apt","Cambridge",-71.128643,42.38475,120
"1126","Private room","Cambridge",-71.106745,42.361792,120
"1127","Private room","Cambridge",-71.113698,42.370407,120
"1128","Private room","Cambridge",-71.105349,42.364072,120
"1129","Private room","Cambridge",-71.104238,42.363815,120
"1130","Private room","Cambridge",-71.077776,42.371148,120
"1131","Private room","Cambridge",-71.099278,42.371531,120
"1132","Entire home/apt","Cambridge",-71.105267,42.364147,120
"1133","Entire home/apt","Cambridge",-71.106807,42.368209,120
"1134","Private room","Cambridge",-71.102731,42.369884,120
"1135","Private room","Cambridge",-71.128857,42.381552,120
"1136","Private room","Cambridge",-71.112902,42.364899,120
"1137","Private room","Cambridge",-71.095754,42.371446,120
"1138","Private room","Cambridge",-71.105361,42.367886,120
"1139","Entire home/apt","Cambridge",-71.099705,42.363826,120
"1140","Entire home/apt","Cambridge",-71.108121,42.366924,120
"1141","Private room","Cambridge",-71.102498,42.363032,120
"1142","Private room","Cambridge",-71.102832,42.362012,120
"1143","Private room","Cambridge",-71.099242,42.369952,120
"1144","Private room","Cambridge",-71.098487,42.368988,120
"1145","Private room","Cambridge",-71.097952,42.364634,125
"1146","Entire home/apt","Cambridge",-71.136167,42.384954,125
"1147","Entire home/apt","Cambridge",-71.100279,42.365682,125
"1148","Entire home/apt","Cambridge",-71.117741,42.382216,125
"1149","Entire home/apt","Cambridge",-71.119905,42.382514,125
"1150","Entire home/apt","Cambridge",-71.080906,42.371361,125
"1151","Entire home/apt","Cambridge",-71.117942,42.383362,125
"1152","Private room","Cambridge",-71.088009,42.371169,125
"1153","Private room","Cambridge",-71.10826,42.36982,125
"1154","Private room","Cambridge",-71.09922,42.370504,125
"1155","Entire home/apt","Cambridge",-71.125256,42.394134,125
"1156","Entire home/apt","Cambridge",-71.108404,42.361913,125
"1157","Private room","Cambridge",-71.104349,42.362907,125
"1158","Private room","Cambridge",-71.125484,42.386966,125
"1159","Private room","Cambridge",-71.120478,42.388839,125
"1160","Private room","Cambridge",-71.152494,42.378517,125
"1161","Private room","Cambridge",-71.152917,42.379386,125
"1162","Private room","Cambridge",-71.10376,42.364074,125
"1163","Private room","Cambridge",-71.124562,42.388091,125
"1164","Private room","Cambridge",-71.13349,42.374564,125
"1165","Entire home/apt","Cambridge",-71.10366,42.372613,125
"1166","Private room","Cambridge",-71.109678,42.371049,125
"1167","Private room","Cambridge",-71.151679,42.377115,125
"1168","Private room","Cambridge",-71.095954,42.364164,125
"1169","Entire home/apt","Cambridge",-71.123156,42.394097,128
"1170","Private room","Cambridge",-71.102504,42.361912,128
"1171","Private room","Cambridge",-71.102414,42.368728,129
"1172","Private room","Cambridge",-71.125734,42.396513,129
"1173","Private room","Cambridge",-71.104359,42.37046,129
"1174","Entire home/apt","Cambridge",-71.113526,42.367234,130
"1175","Entire home/apt","Cambridge",-71.096827,42.369461,130
"1176","Private room","Cambridge",-71.103675,42.365497,130
"1177","Private room","Cambridge",-71.123873,42.386696,130
"1178","Private room","Cambridge",-71.103845,42.367075,130
"1179","Entire home/apt","Cambridge",-71.112905,42.361032,130
"1180","Entire home/apt","Cambridge",-71.106502,42.373056,130
"1181","Private room","Cambridge",-71.08458,42.367426,130
"1182","Private room","Cambridge",-71.106274,42.372849,130
"1183","Private room","Cambridge",-71.113122,42.358979,130
"1184","Private room","Cambridge",-71.101666,42.364243,130
"1185","Private room","Cambridge",-71.09626,42.369474,130
"1186","Private room","Cambridge",-71.096229,42.372647,130
"1187","Entire home/apt","Cambridge",-71.114436,42.360811,130
"1188","Private room","Cambridge",-71.107056,42.365684,132
"1189","Private room","Cambridge",-71.157702,42.390598,132
"1190","Entire home/apt","Cambridge",-71.107918,42.369828,135
"1191","Entire home/apt","Cambridge",-71.129947,42.400058,135
"1192","Private room","Cambridge",-71.113211,42.361638,135
"1193","Private room","Cambridge",-71.095238,42.362508,135
"1194","Entire home/apt","Cambridge",-71.098449,42.364583,135
"1195","Private room","Cambridge",-71.10719,42.37384,135
"1196","Private room","Cambridge",-71.106139,42.365934,135
"1197","Entire home/apt","Cambridge",-71.08033,42.370569,135
"1198","Entire home/apt","Cambridge",-71.073712,42.369345,135
"1199","Entire home/apt","Cambridge",-71.1309,42.384719,136
"1200","Entire home/apt","Cambridge",-71.154892,42.374432,139
"1201","Entire home/apt","Cambridge",-71.113361,42.372031,139
"1202","Entire home/apt","Cambridge",-71.149154,42.378244,139
"1203","Entire home/apt","Cambridge",-71.106849,42.364379,139
"1204","Entire home/apt","Cambridge",-71.08467,42.371561,140
"1205","Entire home/apt","Cambridge",-71.104369,42.371639,140
"1206","Entire home/apt","Cambridge",-71.125749,42.386743,140
"1207","Entire home/apt","Cambridge",-71.102095,42.367445,140
"1208","Private room","Cambridge",-71.083591,42.372684,140
"1209","Entire home/apt","Cambridge",-71.1058,42.370315,140
"1210","Entire home/apt","Cambridge",-71.094648,42.374242,140
"1211","Entire home/apt","Cambridge",-71.107429,42.36702,140
"1212","Private room","Cambridge",-71.103371,42.375068,140
"1213","Private room","Cambridge",-71.094173,42.371326,140
"1214","Private room","Cambridge",-71.100872,42.37024,140
"1215","Private room","Cambridge",-71.110046,42.372265,140
"1216","Entire home/apt","Cambridge",-71.095877,42.368397,145
"1217","Private room","Cambridge",-71.109007,42.372406,145
"1218","Entire home/apt","Cambridge",-71.108116,42.359027,145
"1219","Entire home/apt","Cambridge",-71.12268,42.385762,145
"1220","Private room","Cambridge",-71.105049,42.36447,145
"1221","Entire home/apt","Cambridge",-71.103082,42.362547,145
"1222","Entire home/apt","Cambridge",-71.109331,42.375874,148
"1223","Private room","Cambridge",-71.108254,42.373607,149
"1224","Private room","Cambridge",-71.118971,42.385193,149
"1225","Entire home/apt","Cambridge",-71.10117,42.363019,149
"1226","Private room","Cambridge",-71.101738,42.362194,149
"1227","Entire home/apt","Cambridge",-71.090857,42.372605,150
"1228","Private room","Cambridge",-71.112324,42.369859,150
"1229","Entire home/apt","Cambridge",-71.106076,42.365949,150
"1230","Entire home/apt","Cambridge",-71.103282,42.364863,150
"1231","Entire home/apt","Cambridge",-71.114395,42.382626,150
"1232","Entire home/apt","Cambridge",-71.109274,42.36975,150
"1233","Entire home/apt","Cambridge",-71.104725,42.367476,150
"1234","Entire home/apt","Cambridge",-71.133488,42.381826,150
"1235","Private room","Cambridge",-71.107459,42.36772,150
"1236","Entire home/apt","Cambridge",-71.098685,42.364982,150
"1237","Entire home/apt","Cambridge",-71.13117,42.399718,150
"1238","Entire home/apt","Cambridge",-71.132227,42.390417,150
"1239","Entire home/apt","Cambridge",-71.111564,42.361541,150
"1240","Entire home/apt","Cambridge",-71.135936,42.376049,150
"1241","Entire home/apt","Cambridge",-71.107825,42.372692,150
"1242","Entire home/apt","Cambridge",-71.119859,42.381472,150
"1243","Entire home/apt","Cambridge",-71.154679,42.379663,150
"1244","Entire home/apt","Cambridge",-71.136014,42.384219,150
"1245","Entire home/apt","Cambridge",-71.123638,42.386727,150
"1246","Entire home/apt","Cambridge",-71.121221,42.381469,150
"1247","Entire home/apt","Cambridge",-71.116222,42.382177,150
"1248","Entire home/apt","Cambridge",-71.107904,42.378187,150
"1249","Private room","Cambridge",-71.099913,42.371837,150
"1250","Private room","Cambridge",-71.115411,42.386061,150
"1251","Private room","Cambridge",-71.082834,42.363194,150
"1252","Private room","Cambridge",-71.107793,42.365358,150
"1253","Entire home/apt","Cambridge",-71.094794,42.368888,150
"1254","Private room","Cambridge",-71.128143,42.378925,150
"1255","Private room","Cambridge",-71.10015,42.370881,150
"1256","Private room","Cambridge",-71.08252,42.372842,150
"1257","Entire home/apt","Cambridge",-71.105416,42.373655,155
"1258","Entire home/apt","Cambridge",-71.105742,42.369813,155
"1259","Entire home/apt","Cambridge",-71.106803,42.374395,155
"1260","Private room","Cambridge",-71.07881,42.371431,156
"1261","Entire home/apt","Cambridge",-71.10628,42.370462,156
"1262","Private room","Cambridge",-71.133277,42.399377,159
"1263","Entire home/apt","Cambridge",-71.097173,42.37204,159
"1264","Private room","Cambridge",-71.134526,42.400842,159
"1265","Entire home/apt","Cambridge",-71.125439,42.37829,159
"1266","Entire home/apt","Cambridge",-71.128847,42.395781,160
"1267","Entire home/apt","Cambridge",-71.105577,42.364455,160
"1268","Entire home/apt","Cambridge",-71.102584,42.370424,160
"1269","Entire home/apt","Cambridge",-71.10043,42.36563,160
"1270","Entire home/apt","Cambridge",-71.101831,42.361644,160
"1271","Private room","Cambridge",-71.094491,42.36358,160
"1272","Entire home/apt","Cambridge",-71.106295,42.369253,160
"1273","Entire home/apt","Cambridge",-71.12662,42.380194,161
"1274","Entire home/apt","Cambridge",-71.15607,42.390464,164
"1275","Entire home/apt","Cambridge",-71.110658,42.37109,164
"1276","Entire home/apt","Cambridge",-71.09555,42.366675,165
"1277","Private room","Cambridge",-71.107047,42.358374,165
"1278","Entire home/apt","Cambridge",-71.111627,42.359878,165
"1279","Entire home/apt","Cambridge",-71.111309,42.368145,165
"1280","Entire home/apt","Cambridge",-71.125227,42.392844,165
"1281","Entire home/apt","Cambridge",-71.111335,42.373176,169
"1282","Entire home/apt","Cambridge",-71.120759,42.380889,170
"1283","Entire home/apt","Cambridge",-71.1188,42.384887,170
"1284","Entire home/apt","Cambridge",-71.096517,42.368597,170
"1285","Entire home/apt","Cambridge",-71.104678,42.370431,170
"1286","Entire home/apt","Cambridge",-71.100856,42.369219,170
"1287","Entire home/apt","Cambridge",-71.083725,42.365263,170
"1288","Private room","Cambridge",-71.096396,42.364267,171
"1289","Private room","Cambridge",-71.097316,42.364578,171
"1290","Private room","Cambridge",-71.097379,42.363192,171
"1291","Entire home/apt","Cambridge",-71.107128,42.370257,174
"1292","Entire home/apt","Cambridge",-71.103591,42.369629,175
"1293","Entire home/apt","Cambridge",-71.15093,42.376402,175
"1294","Entire home/apt","Cambridge",-71.102071,42.362609,175
"1295","Entire home/apt","Cambridge",-71.110637,42.371938,175
"1296","Entire home/apt","Cambridge",-71.110346,42.3652,175
"1297","Entire home/apt","Cambridge",-71.110822,42.367061,175
"1298","Entire home/apt","Cambridge",-71.10653,42.366648,175
"1299","Entire home/apt","Cambridge",-71.136479,42.395312,175
"1300","Private room","Cambridge",-71.077757,42.364412,175
"1301","Entire home/apt","Cambridge",-71.097431,42.373171,175
"1302","Entire home/apt","Cambridge",-71.106824,42.36656,175
"1303","Entire home/apt","Cambridge",-71.11206,42.367748,175
"1304","Entire home/apt","Cambridge",-71.106492,42.373885,175
"1305","Private room","Cambridge",-71.103278,42.372095,175
"1306","Entire home/apt","Cambridge",-71.105476,42.374927,175
"1307","Private room","Cambridge",-71.134547,42.38123,175
"1308","Entire home/apt","Cambridge",-71.104037,42.364356,177
"1309","Entire home/apt","Cambridge",-71.12556,42.377516,179
"1310","Entire home/apt","Cambridge",-71.096785,42.372782,179
"1311","Private room","Cambridge",-71.102583,42.365743,179
"1312","Entire home/apt","Cambridge",-71.108592,42.356979,180
"1313","Entire home/apt","Cambridge",-71.114836,42.384124,180
"1314","Entire home/apt","Cambridge",-71.135431,42.382241,180
"1315","Entire home/apt","Cambridge",-71.102413,42.363098,180
"1316","Entire home/apt","Cambridge",-71.105525,42.368721,185
"1317","Entire home/apt","Cambridge",-71.102166,42.370555,185
"1318","Entire home/apt","Cambridge",-71.129101,42.380675,185
"1319","Entire home/apt","Cambridge",-71.122848,42.382114,185
"1320","Entire home/apt","Cambridge",-71.130816,42.392149,185
"1321","Private room","Cambridge",-71.10239,42.356159,188
"1322","Entire home/apt","Cambridge",-71.107601,42.370128,189
"1323","Private room","Cambridge",-71.15589,42.391817,189
"1324","Entire home/apt","Cambridge",-71.103668,42.364101,189
"1325","Entire home/apt","Cambridge",-71.112079,42.371972,189
"1326","Entire home/apt","Cambridge",-71.097797,42.371871,190
"1327","Private room","Cambridge",-71.099724,42.366523,190
"1328","Entire home/apt","Cambridge",-71.113172,42.381779,190
"1329","Entire home/apt","Cambridge",-71.110872,42.370598,190
"1330","Entire home/apt","Cambridge",-71.112558,42.372372,190
"1331","Entire home/apt","Cambridge",-71.130629,42.397435,195
"1332","Entire home/apt","Cambridge",-71.110764,42.359917,195
"1333","Entire home/apt","Cambridge",-71.110567,42.367967,195
"1334","Entire home/apt","Cambridge",-71.110991,42.366778,195
"1335","Entire home/apt","Cambridge",-71.126776,42.392847,195
"1336","Entire home/apt","Cambridge",-71.11365,42.360789,195
"1337","Entire home/apt","Cambridge",-71.109528,42.37313,195
"1338","Entire home/apt","Cambridge",-71.130275,42.383582,195
"1339","Private room","Cambridge",-71.106338,42.358961,195
"1340","Private room","Cambridge",-71.106842,42.366699,195
"1341","Entire home/apt","Cambridge",-71.103158,42.358951,197
"1342","Entire home/apt","Cambridge",-71.107713,42.367312,198
"1343","Entire home/apt","Cambridge",-71.097417,42.368173,199
"1344","Entire home/apt","Cambridge",-71.109436,42.36822,199
"1345","Entire home/apt","Cambridge",-71.110122,42.364747,199
"1346","Entire home/apt","Cambridge",-71.082146,42.362733,199
"1347","Entire home/apt","Cambridge",-71.10329,42.364058,199
"1348","Entire home/apt","Cambridge",-71.131047,42.394131,199
"1349","Entire home/apt","Cambridge",-71.122802,42.379812,200
"1350","Entire home/apt","Cambridge",-71.129059,42.375422,200
"1351","Entire home/apt","Cambridge",-71.092627,42.369812,200
"1352","Entire home/apt","Cambridge",-71.125331,42.390871,200
"1353","Entire home/apt","Cambridge",-71.103227,42.374768,200
"1354","Entire home/apt","Cambridge",-71.136017,42.395747,200
"1355","Entire home/apt","Cambridge",-71.104173,42.371844,200
"1356","Entire home/apt","Cambridge",-71.102711,42.369631,200
"1357","Entire home/apt","Cambridge",-71.108041,42.367196,200
"1358","Entire home/apt","Cambridge",-71.100294,42.370572,200
"1359","Entire home/apt","Cambridge",-71.132022,42.394197,200
"1360","Entire home/apt","Cambridge",-71.154899,42.39445,200
"1361","Entire home/apt","Cambridge",-71.111518,42.362423,200
"1362","Entire home/apt","Cambridge",-71.112977,42.355635,200
"1363","Entire home/apt","Cambridge",-71.155061,42.378259,200
"1364","Entire home/apt","Cambridge",-71.082854,42.363233,200
"1365","Entire home/apt","Cambridge",-71.102974,42.363567,200
"1366","Entire home/apt","Cambridge",-71.125867,42.387034,200
"1367","Entire home/apt","Cambridge",-71.081445,42.368877,200
"1368","Entire home/apt","Cambridge",-71.095177,42.371987,200
"1369","Entire home/apt","Cambridge",-71.124213,42.380603,200
"1370","Entire home/apt","Cambridge",-71.091645,42.372299,200
"1371","Entire home/apt","Cambridge",-71.112603,42.35917,200
"1372","Entire home/apt","Cambridge",-71.109256,42.358324,200
"1373","Private room","Cambridge",-71.152416,42.37965,200
"1374","Entire home/apt","Cambridge",-71.117168,42.386087,200
"1375","Entire home/apt","Cambridge",-71.096136,42.367841,200
"1376","Entire home/apt","Cambridge",-71.105972,42.363243,200
"1377","Entire home/apt","Cambridge",-71.111988,42.372195,200
"1378","Entire home/apt","Cambridge",-71.096004,42.371167,200
"1379","Private room","Cambridge",-71.109309,42.371125,200
"1380","Private room","Cambridge",-71.108457,42.370823,200
"1381","Entire home/apt","Cambridge",-71.10539,42.362668,205
"1382","Entire home/apt","Cambridge",-71.156607,42.391581,209
"1383","Entire home/apt","Cambridge",-71.1086,42.366696,210
"1384","Private room","Cambridge",-71.095994,42.364558,210
"1385","Entire home/apt","Cambridge",-71.152089,42.37846,210
"1386","Entire home/apt","Cambridge",-71.121444,42.382649,214
"1387","Entire home/apt","Cambridge",-71.132212,42.395634,215
"1388","Entire home/apt","Cambridge",-71.114585,42.366948,215
"1389","Entire home/apt","Cambridge",-71.102136,42.37272,219
"1390","Entire home/apt","Cambridge",-71.103655,42.368584,220
"1391","Entire home/apt","Cambridge",-71.101802,42.372722,220
"1392","Entire home/apt","Cambridge",-71.10976,42.370098,224
"1393","Entire home/apt","Cambridge",-71.113397,42.369705,225
"1394","Entire home/apt","Cambridge",-71.110759,42.368897,225
"1395","Entire home/apt","Cambridge",-71.100293,42.368693,225
"1396","Entire home/apt","Cambridge",-71.107146,42.370945,225
"1397","Entire home/apt","Cambridge",-71.104551,42.376442,225
"1398","Entire home/apt","Cambridge",-71.103831,42.365796,225
"1399","Private room","Cambridge",-71.082592,42.364106,225
"1400","Entire home/apt","Cambridge",-71.100622,42.37156,225
"1401","Private room","Cambridge",-71.097295,42.364137,228
"1402","Private room","Cambridge",-71.096478,42.362581,228
"1403","Entire home/apt","Cambridge",-71.156185,42.389364,229
"1404","Entire home/apt","Cambridge",-71.111961,42.370313,230
"1405","Entire home/apt","Cambridge",-71.110177,42.365434,230
"1406","Entire home/apt","Cambridge",-71.101798,42.368244,235
"1407","Entire home/apt","Cambridge",-71.097887,42.37277,240
"1408","Entire home/apt","Cambridge",-71.12099,42.379455,245
"1409","Entire home/apt","Cambridge",-71.084559,42.363219,246
"1410","Entire home/apt","Cambridge",-71.084603,42.361827,246
"1411","Entire home/apt","Cambridge",-71.084368,42.361982,246
"1412","Entire home/apt","Cambridge",-71.082115,42.364417,246
"1413","Entire home/apt","Cambridge",-71.08318,42.364624,246
"1414","Entire home/apt","Cambridge",-71.136877,42.396703,248
"1415","Entire home/apt","Cambridge",-71.104163,42.369762,249
"1416","Entire home/apt","Cambridge",-71.09772,42.366963,249
"1417","Entire home/apt","Cambridge",-71.099113,42.370179,250
"1418","Entire home/apt","Cambridge",-71.108575,42.365997,250
"1419","Entire home/apt","Cambridge",-71.10551,42.364673,250
"1420","Entire home/apt","Cambridge",-71.102382,42.372941,250
"1421","Entire home/apt","Cambridge",-71.098952,42.372719,250
"1422","Entire home/apt","Cambridge",-71.097811,42.369309,250
"1423","Entire home/apt","Cambridge",-71.106653,42.36776,250
"1424","Entire home/apt","Cambridge",-71.130983,42.39441,250
"1425","Entire home/apt","Cambridge",-71.111187,42.35792,250
"1426","Entire home/apt","Cambridge",-71.083955,42.364592,250
"1427","Entire home/apt","Cambridge",-71.103321,42.37199,250
"1428","Entire home/apt","Cambridge",-71.087582,42.365395,250
"1429","Entire home/apt","Cambridge",-71.09625,42.368416,250
"1430","Entire home/apt","Cambridge",-71.082145,42.369984,250
"1431","Entire home/apt","Cambridge",-71.084277,42.364211,259
"1432","Entire home/apt","Cambridge",-71.089276,42.363278,259
"1433","Entire home/apt","Cambridge",-71.136921,42.38385,259
"1434","Entire home/apt","Cambridge",-71.106307,42.375779,260
"1435","Entire home/apt","Cambridge",-71.085702,42.369021,265
"1436","Entire home/apt","Cambridge",-71.117933,42.385285,269
"1437","Entire home/apt","Cambridge",-71.109895,42.370956,270
"1438","Entire home/apt","Cambridge",-71.135767,42.380667,272
"1439","Entire home/apt","Cambridge",-71.112589,42.367343,274
"1440","Entire home/apt","Cambridge",-71.122313,42.380005,275
"1441","Entire home/apt","Cambridge",-71.093336,42.370306,275
"1442","Entire home/apt","Cambridge",-71.099211,42.368097,275
"1443","Entire home/apt","Cambridge",-71.101003,42.373738,275
"1444","Private room","Cambridge",-71.084806,42.359866,275
"1445","Entire home/apt","Cambridge",-71.088891,42.371443,275
"1446","Entire home/apt","Cambridge",-71.083191,42.366002,277
"1447","Entire home/apt","Cambridge",-71.082244,42.36414,277
"1448","Entire home/apt","Cambridge",-71.083145,42.364036,277
"1449","Entire home/apt","Cambridge",-71.082822,42.366176,277
"1450","Entire home/apt","Cambridge",-71.083592,42.364061,277
"1451","Entire home/apt","Cambridge",-71.110774,42.369808,280
"1452","Entire home/apt","Cambridge",-71.099202,42.37017,280
"1453","Entire home/apt","Cambridge",-71.099594,42.371084,280
"1454","Entire home/apt","Cambridge",-71.124731,42.389153,280
"1455","Entire home/apt","Cambridge",-71.115245,42.385657,280
"1456","Entire home/apt","Cambridge",-71.081127,42.366745,285
"1457","Entire home/apt","Cambridge",-71.128975,42.395233,285
"1458","Entire home/apt","Cambridge",-71.082502,42.367177,289
"1459","Entire home/apt","Cambridge",-71.083679,42.364446,289
"1460","Entire home/apt","Cambridge",-71.107246,42.364117,289
"1461","Entire home/apt","Cambridge",-71.133139,42.397148,290
"1462","Entire home/apt","Cambridge",-71.129968,42.397837,290
"1463","Entire home/apt","Cambridge",-71.100166,42.373026,295
"1464","Entire home/apt","Cambridge",-71.133127,42.382889,295
"1465","Entire home/apt","Cambridge",-71.149536,42.39898,298
"1466","Entire home/apt","Cambridge",-71.081943,42.365282,299
"1467","Entire home/apt","Cambridge",-71.122256,42.390165,299
"1468","Entire home/apt","Cambridge",-71.087742,42.361635,299
"1469","Entire home/apt","Cambridge",-71.120693,42.384809,299
"1470","Entire home/apt","Cambridge",-71.097728,42.364982,299
"1471","Entire home/apt","Cambridge",-71.102841,42.363123,300
"1472","Entire home/apt","Cambridge",-71.113803,42.35403,300
"1473","Entire home/apt","Cambridge",-71.095879,42.364681,300
"1474","Entire home/apt","Cambridge",-71.105248,42.376428,300
"1475","Entire home/apt","Cambridge",-71.103586,42.36763,300
"1476","Entire home/apt","Cambridge",-71.082058,42.365653,300
"1477","Entire home/apt","Cambridge",-71.098926,42.367269,300
"1478","Entire home/apt","Cambridge",-71.111613,42.360993,300
"1479","Entire home/apt","Cambridge",-71.124794,42.377681,300
"1480","Entire home/apt","Cambridge",-71.082335,42.362546,300
"1481","Entire home/apt","Cambridge",-71.097235,42.368518,310
"1482","Entire home/apt","Cambridge",-71.107582,42.356997,310
"1483","Entire home/apt","Cambridge",-71.101446,42.362896,315
"1484","Entire home/apt","Cambridge",-71.105332,42.371296,320
"1485","Entire home/apt","Cambridge",-71.099994,42.368914,325
"1486","Entire home/apt","Cambridge",-71.130178,42.384726,325
"1487","Entire home/apt","Cambridge",-71.092377,42.373323,325
"1488","Entire home/apt","Cambridge",-71.083572,42.366073,329
"1489","Entire home/apt","Cambridge",-71.0849,42.362185,329
"1490","Entire home/apt","Cambridge",-71.083654,42.363383,337
"1491","Entire home/apt","Cambridge",-71.082807,42.363423,337
"1492","Entire home/apt","Cambridge",-71.083978,42.362981,337
"1493","Entire home/apt","Cambridge",-71.082902,42.364885,339
"1494","Entire home/apt","Cambridge",-71.124737,42.391552,340
"1495","Entire home/apt","Cambridge",-71.095248,42.36987,345
"1496","Entire home/apt","Cambridge",-71.082129,42.365166,345
"1497","Entire home/apt","Cambridge",-71.119402,42.388557,349
"1498","Entire home/apt","Cambridge",-71.109313,42.368133,350
"1499","Entire home/apt","Cambridge",-71.146013,42.38817,350
"1500","Entire home/apt","Cambridge",-71.124245,42.389046,350
"1501","Entire home/apt","Cambridge",-71.112796,42.368578,350
"1502","Entire home/apt","Cambridge",-71.110176,42.358893,350
"1503","Entire home/apt","Cambridge",-71.143392,42.379644,350
"1504","Entire home/apt","Cambridge",-71.122589,42.380699,350
"1505","Entire home/apt","Cambridge",-71.112051,42.366955,350
"1506","Entire home/apt","Cambridge",-71.108157,42.356577,350
"1507","Entire home/apt","Cambridge",-71.102137,42.367955,350
"1508","Entire home/apt","Cambridge",-71.126391,42.392141,375
"1509","Entire home/apt","Cambridge",-71.083643,42.364551,389
"1510","Entire home/apt","Cambridge",-71.101162,42.36312,389
"1511","Entire home/apt","Cambridge",-71.083868,42.362684,390
"1512","Entire home/apt","Cambridge",-71.082877,42.363203,395
"1513","Entire home/apt","Cambridge",-71.084338,42.363766,399
"1514","Entire home/apt","Cambridge",-71.082882,42.363735,399
"1515","Entire home/apt","Cambridge",-71.121016,42.384312,399
"1516","Entire home/apt","Cambridge",-71.107772,42.365231,399
"1517","Entire home/apt","Cambridge",-71.104268,42.364179,399
"1518","Entire home/apt","Cambridge",-71.0921,42.367113,400
"1519","Entire home/apt","Cambridge",-71.152557,42.38021,400
"1520","Entire home/apt","Cambridge",-71.121955,42.385636,400
"1521","Entire home/apt","Cambridge",-71.102146,42.370884,400
"1522","Entire home/apt","Cambridge",-71.112689,42.359304,400
"1523","Entire home/apt","Cambridge",-71.132529,42.382044,400
"1524","Entire home/apt","Cambridge",-71.104746,42.360332,400
"1525","Entire home/apt","Cambridge",-71.070695,42.37093,415
"1526","Entire home/apt","Cambridge",-71.088049,42.371175,415
"1527","Entire home/apt","Cambridge",-71.13276,42.374529,425
"1528","Entire home/apt","Cambridge",-71.12685,42.393692,425
"1529","Entire home/apt","Cambridge",-71.08212,42.362585,449
"1530","Entire home/apt","Cambridge",-71.108479,42.360781,470
"1531","Entire home/apt","Cambridge",-71.130317,42.380766,475
"1532","Entire home/apt","Cambridge",-71.07352,42.37036,475
"1533","Entire home/apt","Cambridge",-71.125877,42.394949,495
"1534","Entire home/apt","Cambridge",-71.103333,42.364381,499
"1535","Entire home/apt","Cambridge",-71.101907,42.363918,499
"1536","Entire home/apt","Cambridge",-71.102875,42.364276,499
"1537","Entire home/apt","Cambridge",-71.145237,42.380281,500
"1538","Entire home/apt","Cambridge",-71.10556,42.35965,500
"1539","Entire home/apt","Cambridge",-71.115779,42.367213,541
"1540","Entire home/apt","Cambridge",-71.083561,42.362992,549
"1541","Entire home/apt","Cambridge",-71.099173,42.370847,550
"1542","Entire home/apt","Cambridge",-71.136628,42.38606,550
"1543","Entire home/apt","Cambridge",-71.105531,42.369741,550
"1544","Entire home/apt","Cambridge",-71.132295,42.382631,550
"1545","Entire home/apt","Cambridge",-71.082741,42.364688,559
"1546","Entire home/apt","Cambridge",-71.102609,42.364662,600
"1547","Entire home/apt","Cambridge",-71.107064,42.365786,600
"1548","Entire home/apt","Cambridge",-71.106212,42.37057,600
"1549","Entire home/apt","Cambridge",-71.106027,42.375002,750
"1550","Entire home/apt","Cambridge",-71.10967,42.359788,775
"1551","Entire home/apt","Cambridge",-71.107779,42.365845,900
"1552","Private room","Cambridge",-71.108557,42.36899,1000
"1553","Private room","Cambridge",-71.108113,42.36895,1000
"1554","Private room","Mid-Cambridge",-71.127693,42.395473,60
"1555","Shared room","Mid-Cambridge",-71.121869,42.383828,96
"1556","Private room","Mid-Cambridge",-71.11074,42.370222,175
"1557","Entire home/apt","Mid-Cambridge",-71.111055,42.371249,225
"1558","Entire home/apt","Mid-Cambridge",-71.121915,42.380834,285
"1559","Entire home/apt","Mid-Cambridge",-71.082484,42.365345,289
"1560","Entire home/apt","Mid-Cambridge",-71.089087,42.373626,350
"1561","Private room","Somerville",-71.120315,42.385154,55
"1562","Private room","Somerville",-71.120388,42.389992,65
"1563","Private room","Somerville",-71.120244,42.390457,70
"1564","Private room","Somerville",-71.128062,42.387938,90
"1565","Private room","Somerville",-71.101883,42.373937,95
"1566","Entire home/apt","Somerville",-71.124468,42.394132,100
"1567","Entire home/apt","Somerville",-71.128981,42.388174,145
"1568","Entire home/apt","Somerville",-71.089668,42.372882,189
"1569","Entire home/apt","Somerville",-71.095829,42.369861,400
"1570","Private room","Watertown",-71.152456,42.374415,65
"1571","Private room","Watertown",-71.150542,42.375144,65
"1572","Private room","Cambridge",-71.1097,42.377852,75
"1573","Private room","Cambridge",-71.102432,42.373737,95
